Label1,Label2,Idx1,Idx2,PI
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,83.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,83.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,80.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,89.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,90.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,86.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,82.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,81.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,91.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,96.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,95.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,93.4
01mNeoNeb1,02mPumCon1.1_hap1,0,1,92.5
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.1
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.8
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.7
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.3
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.2
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,84.9
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,85.0
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.6
01mNeoNeb1,02mPumCon1.1_hap1,0,1,94.5
